,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
88,2024-09-27,228.46,229.52,227.3,227.79,227.54,34026000,34026000,-0.67,-0.29327,228.2675,"September 27, 24",-0.0029327
89,2024-09-26,227.3,228.5,225.41,227.52,227.27,36636707,36636707,0.22,0.09678839,227.1825,"September 26, 24",0.0009678839
90,2024-09-25,224.93,227.29,224.02,226.37,226.12,42308715,42308715,1.44,0.6402,225.6525,"September 25, 24",0.006402
91,2024-09-24,228.65,229.35,225.73,227.37,227.12,43556100,43556100,-1.28,-0.55981,227.775,"September 24, 24",-0.0055981
92,2024-09-23,227.34,229.45,225.81,226.47,226.22,54146023,54146023,-0.87,-0.38269,227.2675,"September 23, 24",-0.0038269
93,2024-09-20,229.97,233.09,227.62,228.2,227.95,318679900,318679900,-1.77,-0.76967,229.72,"September 20, 24",-0.0076967
94,2024-09-19,224.99,229.82,224.63,228.87,228.62,66781315,66781315,3.88,1.72,227.0775,"September 19, 24",0.0172
95,2024-09-18,217.55,222.71,217.54,220.69,220.45,59894928,59894928,3.14,1.44,219.6225,"September 18, 24",0.0144
96,2024-09-17,215.75,216.9,214.5,216.79,216.55,45519339,45519339,1.04,0.48204,215.985,"September 17, 24",0.0048204
97,2024-09-16,216.54,217.22,213.92,216.32,216.08,59357427,59357427,-0.22,-0.1016,216.0,"September 16, 24",-0.001016
98,2024-09-13,223.58,224.04,221.91,222.5,222.26,36766619,36766619,-1.08,-0.48305,223.0075,"September 13, 24",-0.0048305
99,2024-09-12,222.5,223.55,219.82,222.77,222.53,37498225,37498225,0.27,0.12135,222.16,"September 12, 24",0.0012135
100,2024-09-11,221.46,223.09,217.89,222.66,222.42,44587100,44587100,1.2,0.54186,221.275,"September 11, 24",0.0054186
101,2024-09-10,218.92,221.48,216.73,220.11,219.87,51591033,51591033,1.19,0.54358,219.31,"September 10, 24",0.0054358
102,2024-09-09,220.82,221.27,216.71,220.91,220.67,67180000,67180000,0.09,0.04075718,219.9275,"September 09, 24",0.0004075718
103,2024-09-06,223.95,225.24,219.77,220.82,220.58,48423011,48423011,-3.13,-1.4,222.445,"September 06, 24",-0.014
104,2024-09-05,221.63,225.48,221.52,222.38,222.14,36615400,36615400,0.755,0.3384,222.7525,"September 05, 24",0.003384
105,2024-09-04,221.66,221.78,217.48,220.85,220.61,43840200,43840200,-0.81,-0.36542,220.4425,"September 04, 24",-0.0036542
106,2024-09-03,228.55,229.0,221.17,222.77,222.53,50190600,50190600,-5.78,-2.53,225.3725,"September 03, 24",-0.0253
107,2024-08-30,230.19,230.4,227.48,229.0,228.75,52990800,52990800,-1.19,-0.51696,229.2675,"August 30, 24",-0.0051696
108,2024-08-29,230.1,232.92,228.88,229.79,229.54,51906300,51906300,-0.31,-0.13472,230.4225,"August 29, 24",-0.0013472
109,2024-08-28,227.92,229.86,225.68,226.49,226.24,38052200,38052200,-1.43,-0.62741,227.4875,"August 28, 24",-0.0062741
110,2024-08-27,226.0,228.85,224.89,228.03,227.78,35934600,35934600,2.03,0.89823,226.9425,"August 27, 24",0.0089823
111,2024-08-26,226.76,227.28,223.89,227.18,226.93,30602208,30602208,0.42,0.18522,226.2775,"August 26, 24",0.0018522
