,Time,Low,High,Open,Close,Volume
185,2024-08-03 20:00:00,2626.17,2933.13,2901.98,2688.31,110939.31000409
184,2024-08-04 20:00:00,2116.02,2696.41,2688.38,2420.37,750156.04400364
183,2024-08-05 20:00:00,2415.69,2556.62,2420.79,2462.52,240973.21880433
182,2024-08-06 20:00:00,2308.94,2552.77,2462.26,2343.66,212737.26981056
181,2024-08-07 20:00:00,2321.07,2725.35,2342.82,2683.59,223682.42122768
180,2024-08-08 20:00:00,2553.08,2708.87,2683.33,2599.94,119799.43778503
179,2024-08-09 20:00:00,2577.61,2645.74,2600.1,2610.69,32933.24488872
178,2024-08-10 20:00:00,2539.86,2720.0,2610.38,2555.58,54293.38934167
177,2024-08-11 20:00:00,2509.58,2750.0,2555.09,2723.0,117387.83172402
176,2024-08-12 20:00:00,2611.59,2739.0,2723.23,2703.49,87846.22008954
175,2024-08-13 20:00:00,2633.76,2782.61,2703.49,2661.67,127821.69398089
174,2024-08-14 20:00:00,2516.07,2675.79,2661.98,2570.5,112161.44239141
173,2024-08-15 20:00:00,2551.29,2631.06,2570.22,2593.75,73034.64702326
172,2024-08-16 20:00:00,2588.17,2627.67,2593.75,2614.64,16028.49990746
171,2024-08-17 20:00:00,2594.34,2687.92,2614.64,2612.68,43718.56501864
170,2024-08-18 20:00:00,2563.98,2648.71,2612.33,2637.15,54465.58022979
169,2024-08-19 20:00:00,2555.26,2697.11,2637.63,2573.04,83115.06804761
168,2024-08-20 20:00:00,2536.49,2664.7,2572.69,2631.14,68713.01543658
167,2024-08-21 20:00:00,2584.59,2645.42,2631.18,2623.3,45949.34305893
166,2024-08-22 20:00:00,2621.38,2800.89,2623.26,2764.73,97692.03219144
165,2024-08-23 20:00:00,2732.75,2820.86,2764.89,2769.0,52952.63243867
164,2024-08-24 20:00:00,2734.52,2793.09,2768.95,2747.57,28841.52308192
163,2024-08-25 20:00:00,2667.25,2763.51,2747.06,2680.77,60514.38739416
162,2024-08-26 20:00:00,2393.38,2700.29,2680.75,2458.22,110269.50067621
161,2024-08-27 20:00:00,2418.63,2555.23,2457.84,2528.51,115962.75554378
160,2024-08-28 20:00:00,2503.09,2597.0,2528.76,2527.71,78636.42412331
159,2024-08-29 20:00:00,2430.25,2551.26,2527.76,2525.74,85657.73143674
